"","distance_high_speed_running","total_distance","distance_walking","distance_jogging","distance_high_speed_sprinting","distance_low_speed_sprinting","linebreaks_attempted_attacking_line_completed","linebreaks_attempted_completed","linebreaks_attempted_defensive_line","final_third_entries_reception_central_channel","possession","linebreaks_completed_attacking_and_midfield_line","linebreaks_attempted_all_lines","phase_aggregate_low_press","completed_ball_progressions","linebreaks_attempted_midfield_line","receptions_in_behind","attempted_ball_progressions","offers_to_receive_in_behind","take_ons_completed","final_third_entries_reception_inside_left_channel","receptions_between_midfield_and_defensive_line","distributions_under_pressure","linebreaks_completed_under_pressure","offers_to_receive_outside","offers_to_receive_inside","offers_to_receive_in_front","offers_to_receive_total","final_third_entries_reception_left_channel","linebreaks_attempted_defensive_line_completed","phase_aggregate_recovery","phase_aggregate_build_up_opposed","phase_aggregate_build_up_unopposed","linebreaks_completed_midfield_and_defensive_line","phase_aggregate_long_ball","linebreaks_attempted_attacking_line","linebreaks_attempted","linebreaks_attempted_under_pressure","phase_aggregate_mid_block","phase_aggregate_progression","phase_aggregate_final_third","phase_aggregate_set_pieces","phase_aggregate_mid_press","phase_aggregate_high_press","phase_aggregate_high_block","linebreaks_attempted_midfield_and_defensive_line","receptions_under_pressure","distributions_completed_under_pressure","final_third_entries_reception_right_channel","offers_to_receive_in_between","completed_switches_of_play","attempted_switches_of_play","goalkeeper_defensive_actions_outside_penalty_area","phase_aggregate_defensive_transition","phase_aggregate_attacking_transition","phase_aggregate_low_block","linebreaks_attempted_attacking_and_midfield_line","phase_aggregate_counterattack","phase_aggregate_counter_press","linebreaks_completed_all_lines","receptions_under_no_pressure","goalkeeper_defensive_actions_inside_penalty_area","receptions_under_indirect_pressure","goalkeeper_goal_preventions","received_offers_to_receive","receptions_under_direct_pressure","forced_turnovers","defensive_pressures_applied","direct_defensive_pressures_applied","final_third_entries_reception_inside_right_channel","linebreaks_attempted_midfield_line_completed","attempt_at_goal_off_target","passes","attempt_at_goal_blocked","attempt_at_goal_on_target","attempt_at_goal","assists","crosses_completed","crosses","passes_completed","goals_conceded","goals","goals_from_direct_free_kicks","attempt_at_goal_outside_the_penalty_area_on_target","goals_outside_the_penalty_area","headed_attempt_at_goal","fouls_against","penalties_scored","penalties","throw_ins","direct_free_kicks","indirect_free_kicks","free_kicks","corners","goal_kicks","attempt_at_goal_outside_the_penalty_area","goals_inside_the_penalty_area","attempt_at_goal_inside_the_penalty_area_on_target","attempt_at_goal_inside_the_penalty_area","attempt_at_goal_against","goals_conceded_from_attempt_at_goal_against","own_goals","time_played","substitutions_in","substitutions_out","red_cards","attempt_at_goal_from_free_kicks","fouls_for","offsides","yellow_cards","negara","status"
"1",13492.716861,111602.29,42308.428139,47509.094853,2008.84122,6283.208927,63,135,16,11,0.531900882957772,23,6,0.247300962612349,19,85,8,22,131,7,6,127,412,79,472,397,401,869,15,8,1.18598096048503,22.4010537136983,34.468966846569,4,1.99498843484965,80,181,112,26.9292134233899,22,21.6750192752506,5.3890388075045,3.84513109610169,10.2962293251077,6.77551454555124,10,228,322,17,337,5,5,0,11.5699622400681,11.4503019789257,11.5513481891188,23,0.921999485993318,8.64223794075414,4,488,14,210,5,347,18,67,240,34,2,64,7,711,2,5,14,1,1,6,635,1,2,0,1,0,0,8,0,0,24,15,0,15,1,4,3,2,4,11,5,0,1,94,5,5,0,0,14,4,0,"argentina","win"
"2",16370.202717,120991.89,39044.082903,56660.502087,1947.969429,6981.232053,48,92,12,2,0.358482726740299,28,9,1.1452711385248,11,62,8,15,105,3,1,60,239,52,291,247,249,538,8,7,2.27447956823439,14.0775408179546,42.8375791097165,5,5.24118491730043,72,146,83,26.4054870213313,15,12.7665798010956,8.32978779981918,6.95997172963249,9.82555898226677,4.75938062194809,9,166,166,9,184,8,9,0,11.4503019789257,11.5699622400681,21.6461063993832,28,0.83497314258363,6.998522230789,5,288,18,145,14,188,21,73,453,64,6,37,2,450,1,2,5,0,2,15,381,2,1,0,1,0,1,15,0,0,24,7,4,11,3,10,2,0,1,3,14,0,0,94,5,5,0,0,7,0,2,"australia","lose"
"3",12636.210108,105126.54,40547.306478,44436.988458,1839.71445,5655.807852,30,66,13,1,0.369253385491286,17,6,2.33309114394123,5,63,5,10,78,0,1,52,181,32,200,173,144,373,8,5,2.66004682328247,14.1470479477382,35.6649821274498,1,5.83631209170467,51,127,64,23.0544118834262,10,16.5690866510539,9.68969555035129,9.73399531767175,4.97093727294744,3.7135706789376,8,124,113,11,151,2,2,0,11.0801646887866,15.088438308887,26.6549608460483,17,1.36509306052015,6.88423347057399,1,240,7,112,5,112,12,79,327,63,2,31,2,356,1,1,4,0,4,17,287,2,0,0,1,0,0,19,0,0,19,15,2,17,2,8,3,0,0,1,5,0,0,100,4,4,0,1,14,4,4,"mexico","lose"
"4",11487.602295,104909.61,42593.30166,42939.503373,2517.83064,5371.372032,48,100,10,2,0.509843775305535,21,4,1.03537532355479,23,74,2,26,103,4,6,89,324,60,297,272,222,569,10,5,1.35893011216566,19.6536691692904,35.5221199644789,2,2.58739000565109,66,150,95,21.6504375693332,26,19.5931218212642,7.76519738435456,5.49118698385308,4.17847898434611,3.28176999876741,4,197,237,12,244,3,4,1,15.088438308887,11.0761281989182,22.248243559719,21,1.47937353677242,11.293602859608,2,337,12,185,4,213,12,63,220,43,4,47,3,533,0,2,5,2,2,14,464,0,2,0,1,1,1,15,0,0,21,20,3,23,4,6,3,1,1,2,4,0,0,100,5,5,0,1,17,2,1,"argentina","win"
"5",13813.156866,112210.86,44267.18427,44300.847528,2951.145618,6867.304632,29,68,15,3,0.247385009785918,32,3,0.593045197232456,19,68,9,26,69,5,2,78,165,36,136,132,68,268,3,7,4.58621619193099,8.15679790568703,23.0098859839482,2,7.80889394095966,54,137,61,35.6438134603289,26,21.2393648169198,7.93462161138094,5.74175577320514,3.84401114206128,3.48279270374697,4,125,91,8,131,7,7,0,10.8527271093539,27.7703144914057,17.6655584508941,32,1.9358616651166,7.75092101716237,1,150,29,112,14,94,13,80,361,48,3,32,0,267,1,2,3,1,2,9,190,1,2,0,0,0,0,21,0,0,13,6,10,16,2,9,0,2,2,3,14,0,0,100,5,5,0,0,6,1,6,"saudi","win"
"6",12412.924972,102332.44,44258.7803,38159.766876,2148.98124,5351.986612,22,127,39,5,0.649372020159285,24,14,1.41572801488064,13,115,26,16,157,3,4,105,368,83,367,283,316,650,12,25,2.05297785126244,15.8621619193099,37.4651810584958,20,1.2418007008716,37,191,135,20.2748785780717,16,20.5139725042681,7.02219426722976,3.53415314663635,3.57204367744825,6.19337949088905,30,262,273,18,177,5,6,0,27.7703144914057,10.8527271093539,10.0478798525714,24,0.560697277383413,17.1265199269746,7,360,13,239,4,271,23,65,163,34,8,80,5,610,2,6,14,0,12,29,529,2,1,0,0,0,5,7,1,1,24,22,0,22,9,3,4,1,6,10,3,0,0,100,4,4,0,1,21,10,0,"argentina","lose"
"7",15990.074766,116376.09,41418.250431,49727.503257,2269.333755,6959.290182,75,172,21,4,0.605215496239922,43,12,0.239048586625232,10,119,17,14,146,8,5,130,409,96,341,299,235,640,27,17,5.32181915974422,12.570762289403,38.0206837115771,11,3.2174662453318,101,241,145,8.77905934381163,14,23.9704614968653,5.25204048870338,4.51801828721688,7.13560031076316,6.44833562421562,15,235,316,19,259,9,12,0,27.2769377876053,11.4799668790239,9.51413374768422,43,0.547510012335874,15.9654574792327,8,440,11,210,8,229,25,74,161,31,6,80,7,650,4,3,14,0,5,32,567,1,0,0,0,0,2,10,0,0,27,10,2,12,6,4,3,0,3,11,8,0,0,94,5,5,0,1,9,3,1,"denmark","lose"
"8",16132.014138,119762.54,40898.90741,53773.38046,2143.749466,6814.488526,27,81,17,2,0.244603775290411,34,8,0.488365412237863,17,97,8,24,88,7,2,93,175,45,160,142,100,302,9,7,6.16286733021275,10.3179346202116,13.7931034482759,3,10.6376621048228,52,166,79,27.1676495935921,24,20.7195362457419,11.9449590629295,3.91030298933707,3.49798063436808,5.04925900265306,9,109,95,11,114,1,2,0,11.4799668790239,27.2769377876053,25.3595146763101,34,1.81079304368613,7.61782449262382,3,167,26,98,14,84,11,90,341,37,1,47,2,286,1,4,8,1,2,11,187,0,1,0,2,0,1,11,0,0,32,9,4,13,2,10,5,1,2,3,14,0,0,94,4,4,0,0,9,1,2,"australia","win"
"9",19323.216946,120318.91,38032.807451,50918.962712,3344.865698,8711.089084,50,123,23,8,0.439345861861696,30,12,1.43464842772542,11,87,15,16,140,3,6,117,271,66,294,288,163,582,17,13,5.13595796146468,15.2079874669722,31.0835457245072,5,2.65391540206234,66,176,97,17.424305613479,16,28.25309233755,8.42705824584376,5.86370839936609,14.3298023187922,8.7580281925098,13,174,182,20,279,6,9,0,11.7222036867128,8.88418640540604,6.32037701226124,30,1.54324596067061,6.70197681207774,4,301,14,154,9,208,20,47,320,53,5,60,12,448,5,4,21,0,6,19,382,1,0,0,0,0,4,14,0,1,28,10,0,10,4,7,5,0,4,16,9,0,0,90,5,5,0,0,10,1,2,"canada","lose"
"10",17684.366205,117348.15,40438.17249,49063.261515,2675.53782,7498.546785,50,118,13,5,0.463988268585915,33,9,1.28603830055884,13,87,8,14,115,3,3,93,196,40,365,253,235,618,6,6,4.86590127902355,18.9319376094754,31.5779047460172,5,4.74810242722496,75,175,59,17.3848995721,14,11.9109183418133,5.85432479773125,4.47307503448921,5.75911333504805,5.89239366801506,10,117,140,6,268,4,6,0,8.88418640540604,11.7222036867128,24.0442397175392,33,2.37717908082409,7.04982813851802,4,399,22,100,21,211,17,74,284,41,2,62,6,512,0,3,9,1,5,8,439,0,1,0,1,0,1,11,0,0,16,14,1,15,4,18,3,1,2,6,21,0,0,90,4,4,0,0,14,0,3,"belgia","win"
"11",13560.875166,110520.58,40638.417266,46197.60244,2729.858326,7393.826802,45,89,11,2,0.329828503653947,16,3,0.571171171171171,18,54,7,23,109,2,3,54,183,41,273,168,159,441,10,8,3.24324324324324,16.4542090113376,29.2589437819421,4,4.82288668272337,60,125,59,36.5279279279279,23,17.5938436233331,8.07290136873642,4.43603603603604,5.26846846846847,4.28648648648649,5,142,130,11,173,10,11,0,10.0513513513514,14.2072490160371,18.4522522522523,16,2.33213887093932,6.78198198198198,2,200,22,129,10,146,13,78,360,53,1,36,6,317,0,4,11,2,4,9,275,0,2,0,1,0,0,14,0,0,8,11,2,13,1,13,5,2,3,6,10,0,0,92,5,5,0,1,9,3,1,"maroko","win"
"12",13747.472655,106158.09,41327.344437,43482.353664,1953.308856,5636.994579,40,104,13,3,0.569877219123259,22,5,0.666744992069553,17,85,4,21,144,3,8,102,367,71,317,415,377,732,12,3,4.83169829054808,16.3081081081081,46.9576576576577,2,0.711711711711712,51,149,98,16.78317570346,21,14.4,7.2027027027027,4.3588086706221,5.69523585736944,10.5210597427011,7,240,282,9,211,6,6,0,14.2072490160371,10.0513513513514,12.0102214650767,22,0.29009009009009,10.3360159783822,1,441,18,209,11,291,31,38,194,36,4,61,6,671,0,4,10,0,3,19,598,2,0,0,2,0,3,10,0,0,18,14,3,17,9,10,5,0,2,5,11,0,0,92,5,5,0,1,14,3,1,"belgia","lose"
"13",14968.893982,109823.14,37834.07173,47827.97747,2240.392056,6940.822448,58,137,20,3,0.443778795849389,31,8,0.862380894946327,12,91,15,16,116,1,4,126,268,53,242,305,161,547,19,14,4.77827363004061,16.0069228721044,37.848362474483,6,2.19224283305228,77,188,83,29.5420737345716,16,28.1707641785746,4.78055382976835,3.49173802918828,6.35025931733205,5.7713182969485,11,170,195,21,270,13,14,1,11.7456679934065,8.46609567764267,18.4778675672416,31,0.536966361941954,6.73823020946408,4,398,33,159,18,207,11,81,329,49,5,65,2,548,2,6,10,0,1,14,486,4,1,0,3,1,0,13,0,0,13,8,0,8,4,8,4,0,3,6,18,0,0,100,5,5,0,0,8,5,1,"korea","lose"
"14",13677.553773,108465.93,41770.229643,44015.474394,2548.949355,6453.722835,63,145,21,5,0.476932661544101,29,8,1.22703470311529,17,91,17,25,149,3,5,112,366,68,316,350,260,666,20,17,3.20404721753794,15.8605717042576,35.282233747437,7,2.3479274715555,81,193,103,21.5407828170764,25,25.6342218469827,15.0595022715394,2.64267329368954,3.29945859589953,6.22170941688116,11,266,273,15,257,9,11,0,8.20648797372859,11.7456679934065,29.1914440401172,29,2.68363285490291,7.16029111564747,5,378,16,248,10,240,18,73,310,50,7,65,8,616,0,9,18,3,4,18,556,1,4,0,0,0,1,8,1,1,15,11,5,16,5,6,4,4,9,14,10,0,0,100,5,5,0,1,12,0,0,"brazil","win"
"15",15271.153128,110181.48,39422.933544,45471.896796,2853.700332,7161.7962,47,134,16,10,0.538946730799891,17,5,0.705003419792708,31,102,11,42,144,6,9,125,292,54,386,341,308,727,14,10,4.20897564055348,18.151443409195,34.7983809378341,6,1.9054528791813,66,184,74,18.8877781869837,42,26.2085688101421,6.39128608522988,5.54795601620456,10.6855369074551,5.1665175987794,10,169,213,20,275,6,7,0,11.7351502078182,11.4241255536887,14.8997737675593,17,2.79708263326715,8.50213079391803,2,467,9,147,4,265,22,72,236,41,7,77,9,585,4,10,24,1,3,19,526,0,2,0,5,0,1,7,0,0,24,12,0,12,6,6,13,2,5,11,4,0,0,92,5,5,0,2,12,1,0,"brazil","win"
"16",16151.434884,115038.71,38549.471721,51709.900145,2082.200651,6534.198728,46,91,15,4,0.346525443329898,23,7,0.742706583167863,11,64,4,16,67,3,3,69,244,57,210,204,162,414,10,6,6.4686115778219,15.460093649708,31.4357868153838,4,5.15073394012732,61,140,84,16.9982434702917,16,13.8843583942758,6.47656126690167,5.72399572323201,3.60852298762792,4.1946693141897,10,161,176,7,185,6,7,0,11.4241255536887,11.7351502078182,32.3239651748893,23,1.14694586205082,7.34496716053154,3,251,32,151,24,152,10,71,338,60,3,39,3,403,1,0,4,0,3,13,341,2,0,0,0,0,1,12,0,0,15,7,1,8,4,10,3,0,0,1,24,0,0,92,5,5,0,0,6,0,3,"serbia","lose"
"17",14771.953592,108298.78,39962.24982,44272.541264,2263.444502,7006.931066,36,114,20,5,0.511171460279649,20,9,0.851633893115162,16,93,16,23,154,5,12,99,314,47,309,350,287,659,19,11,3.63140519592364,15.1716874652253,38.6455766632223,9,1.57976313488594,51,164,70,26.2092722836228,23,28.4854145139496,13.6098084413004,6.54992584086886,10.0497583847663,3.50222477393426,17,183,228,11,218,6,6,0,10.9121573130472,10.6013035529767,11.1693220420076,20,1.81821794769891,9.10004306014066,6,408,16,163,4,235,20,85,282,34,5,67,2,565,1,5,9,1,3,26,498,0,1,0,1,0,1,10,0,0,24,17,1,18,8,2,3,1,4,6,4,0,0,92,5,5,0,0,17,3,1,"brazil","win"
"18",14914.282523,108625.51,38681.544111,46209.291954,2107.334894,6723.919069,49,100,17,4,0.400843131149891,33,10,1.35919243303394,9,81,4,14,128,0,3,86,340,74,288,280,228,568,7,4,4.84659407042365,16.5733696952299,37.0807616860437,3,1.25352853930434,75,173,132,28.7834830299658,14,12.9084732787905,5.66958518731161,4.96780860027025,1.53207217232334,2.65877116286464,15,221,257,10,212,2,2,0,10.6013035529767,10.9121573130472,29.1053970272633,33,0.535859528252237,8.21079405452667,2,267,21,205,9,210,16,80,344,59,6,47,1,488,3,0,4,0,3,11,415,1,0,0,0,0,0,17,0,0,18,10,3,13,3,10,2,0,0,2,9,0,0,92,5,5,0,0,10,1,1,"swiss","lose"
"19",14195.827548,107871.03,43310.218545,41584.282065,2286.865836,6483.048903,29,92,16,4,0.316350585527684,26,10,0.703800913774667,16,82,9,21,88,3,8,73,187,54,215,182,165,397,8,7,6.24088655584719,11.4273101824603,28.9758681577398,5,8.0503237198352,46,144,85,28.3678429085253,21,15.2413184226015,7.37786933490288,4.32973656070769,4.57276173811607,8.76251579663653,10,130,130,9,144,4,4,0,13.2370953630796,16.464096527369,15.9832798677943,26,1.21542083578576,8.68280353844658,5,172,37,118,20,131,12,78,321,60,4,56,3,295,0,3,7,1,3,12,239,0,1,0,1,0,1,14,0,0,11,14,1,15,3,16,2,1,2,5,19,0,0,98,3,3,1,0,14,0,5,"cameroon","win"
"20",15213.46887,110162.7,40859.34543,45398.04867,2357.48178,6323.33898,56,145,15,6,0.562147459907677,26,8,1.34785167745733,19,100,9,20,145,3,5,156,333,84,299,344,170,643,20,9,3.64331959976457,11.8557402546904,32.9454651501896,5,0.956547098279382,66,181,110,19.941141848146,20,24.9382716049383,6.3079615048119,6.51265450264862,5.61212477928193,5.64155385520895,9,208,250,13,328,3,3,0,16.464096527369,13.2370953630796,9.35844614479105,26,1.50286769709342,12.5132430841672,5,388,22,191,7,244,17,54,226,53,7,80,11,548,1,6,19,0,8,28,491,1,0,0,1,0,5,14,0,0,15,13,1,14,11,6,5,0,5,14,7,0,0,98,5,5,0,2,11,1,2,"brazil","lose"
"21",14290.789032,111298.98,43306.433118,44007.616692,2637.785826,7056.355332,28,78,22,5,0.380668039132527,42,11,1.21584954120839,14,84,15,20,103,5,3,80,227,45,230,189,167,419,5,12,4.86546945877089,11.1681342155994,23.2597822122649,3,8.81831917886729,67,173,95,11.5909608732575,20,23.1334340645027,9.45136247590267,5.09745437975103,6.33608815426997,5.76026843969428,12,133,134,15,149,5,8,0,14.0433728950475,15.6919189287761,19.451521365397,42,0.65909446152243,9.51138176018559,3,223,30,118,16,145,15,83,285,42,4,38,3,364,2,8,13,3,1,20,271,3,3,0,2,0,1,8,0,0,24,13,4,17,4,9,4,3,6,9,16,0,0,102,5,5,0,1,13,0,2,"cameroon","draw"
"22",16761.824546,117461.98,41745.987692,48770.214096,2548.924966,7635.0287,43,122,22,16,0.490564842468797,26,8,0.40639816599802,14,102,11,16,124,2,4,140,349,74,264,319,198,583,20,12,4.92888032095035,11.3589759522774,25.9243149195302,7,3.06033679239421,60,184,115,9.22992757776272,16,24.6515047950455,6.18902628472006,5.23888917834627,6.74985671859532,8.06023029229407,13,236,252,12,261,5,8,1,15.6919189287761,14.0433728950475,14.5313395508779,26,1.4540483440005,11.1472932840098,3,299,23,212,13,225,24,81,234,43,5,67,8,513,1,6,16,3,4,23,433,3,3,0,2,1,3,13,0,0,20,8,0,8,3,4,5,2,4,11,13,0,0,102,5,5,0,0,8,4,2,"serbia","draw"
"23",14877.460312,110860.36,40674.666084,45607.952104,2538.702244,7150.49322,46,85,16,3,0.368344662237959,27,9,1.59659067737857,12,61,8,17,78,3,0,58,238,40,244,249,188,493,6,7,4.39827086986664,14.5804093567251,25.6125730994152,3,6.47368421052632,70,147,76,27.4825659638677,17,15.5146198830409,6.59502923976608,5.80726724032462,3.68867501325395,1.08274540190041,9,162,165,5,227,14,14,1,10.578687655479,20.5789473684211,25.8451939154194,27,2.89181286549708,8.62525998124057,3,220,12,147,7,172,15,72,324,59,4,32,2,384,1,2,7,1,1,7,308,1,2,0,1,1,0,14,0,0,20,14,4,18,2,6,3,1,1,4,5,0,1,100,5,5,0,1,14,4,0,"maroko","win"
"24",16008.536736,109797.92,39088.05952,44929.308864,2635.15008,7136.8648,28,91,21,2,0.522485198484825,16,8,0.950292397660819,22,89,8,30,189,7,4,86,308,56,320,383,303,703,22,8,4.98538011695906,15.7171404102606,39.4722890583581,3,1.54153582643448,43,153,92,19.0146198830409,30,17.397332898332,5.40149259818115,3.52923976608187,12.7573099415205,8.66959064327485,15,187,230,11,211,3,4,0,20.5789473684211,10.578687655479,8.35672514619883,16,1.52930141511358,13.6900584795322,2,372,18,171,7,221,16,66,224,36,6,55,4,539,1,0,5,0,4,20,472,2,1,0,0,0,2,14,0,0,23,14,4,18,6,5,1,0,0,4,7,0,0,100,5,5,0,0,14,4,4,"canada","lose"
"25",13717.679811,112347.91,42737.144964,47613.044258,1887.444888,6403.83087,35,103,13,3,0.267944978943736,27,7,2.44133203046236,13,91,10,18,100,1,5,118,239,56,176,168,88,344,7,7,4.6608657887798,6.97157811453959,10.4558456575984,5,8.84912665084292,50,154,87,16.828750019388,18,14.3220132676039,7.92100298216785,1.89536705287485,1.00196981682255,0.905805530997472,9,183,159,1,156,4,5,0,9.85063514959751,20.4856673361329,49.7572627301351,27,2.14229200900736,6.68341786484265,4,160,45,166,32,116,17,79,378,61,1,61,1,347,1,5,7,0,3,12,269,4,2,0,1,0,1,3,0,0,15,9,3,12,1,14,2,1,4,5,32,0,0,92,5,5,0,0,9,4,1,"costarica","lose"
